date,open,high,low,close,volume
2022-04-06 06:00:00+00:00,45380.0,45482.35396573,45252.0,45476.0,93.0523881
2022-04-06 07:00:00+00:00,45481.26537633,45520.0,45256.0,45286.0,84.14550203
2022-04-06 08:00:00+00:00,45286.0,45406.0,45200.0,45371.0,100.91868339
2022-04-06 09:00:00+00:00,45381.97781078,45404.9095833,45231.0,45336.0,52.26477492
2022-04-06 10:00:00+00:00,45340.0,45456.50738011,45034.0,45075.0,205.4567448
2022-04-06 11:00:00+00:00,45075.0,45119.0,44671.00884801,44802.62598654,177.47386853
2022-04-06 12:00:00+00:00,44807.0,44970.0,44683.17819403,44769.0,279.98810542
2022-04-06 13:00:00+00:00,44766.48418145,44974.0,44122.0,44201.0,597.59195088
2022-04-06 14:00:00+00:00,44201.0,44440.0,43888.0,44258.0,706.22673869
2022-04-06 15:00:00+00:00,44260.61062208,44292.0,43742.0,44143.0,370.14573661000003
2022-04-06 16:00:00+00:00,44168.0,44260.56503267,43634.0,43804.82203578,543.67622014
2022-04-06 17:00:00+00:00,43798.0,43986.52455284,43450.0,43839.0,450.33862265
2022-04-06 18:00:00+00:00,43837.87262355,44293.50621356,43242.0,43847.0,815.47348024
2022-04-06 19:00:00+00:00,43846.0,43972.94917062,43533.0,43768.05275492,169.5542731
2022-04-06 20:00:00+00:00,43764.0,44055.0,43741.0,43901.12135806,156.29583213
2022-04-06 21:00:00+00:00,43900.31350569,44014.0,43832.87815083,43866.0,32.56508133
2022-04-06 22:00:00+00:00,43863.39673817,43875.70068125,43505.0,43533.0,68.28567251
2022-04-06 23:00:00+00:00,43532.0,43629.54297403,43162.0,43195.91199284,206.33947862
2022-04-07 00:00:00+00:00,43194.82132932,43578.52263986,42804.0,42951.0,603.3186032
2022-04-07 01:00:00+00:00,42930.0,43423.33496973,42910.92878042,43402.0,54.05502026
2022-04-07 02:00:00+00:00,43399.0,43450.0,43136.0,43380.0,51.20476432
2022-04-07 03:00:00+00:00,43379.0,43416.0,43162.0,43321.0,76.79914493
2022-04-07 04:00:00+00:00,43335.0,43496.68735571,43237.0,43430.0,31.49740684
2022-04-07 05:00:00+00:00,43416.0,43463.50301231,43240.0,43408.0,88.2049593
2022-04-07 06:00:00+00:00,43402.0,43496.0,43338.0,43400.0,47.7617707
2022-04-07 07:00:00+00:00,43400.0,43554.0,43390.0,43459.41557379,46.12682808
2022-04-07 08:00:00+00:00,43459.0,43560.0,43437.0,43535.0,66.31801656
2022-04-07 09:00:00+00:00,43532.46685287,43533.0,43287.0,43474.16427296,44.03130573
2022-04-07 10:00:00+00:00,43465.23434947,43484.0,43337.0,43412.0,22.04038971
2022-04-07 11:00:00+00:00,43413.0,43845.18942491,43313.0,43766.29752878,252.83461585
2022-04-07 12:00:00+00:00,43772.0,43901.0,43559.0,43559.0,130.80617142
2022-04-07 13:00:00+00:00,43566.0,43692.0,43345.0,43665.0,144.63435552
2022-04-07 14:00:00+00:00,43665.0,43792.0,43358.0,43418.36901633,173.64565703
2022-04-07 15:00:00+00:00,43415.09701484,43582.0,43036.0,43334.0,158.41705967000001
2022-04-07 16:00:00+00:00,43333.0,43507.0,43292.0,43492.0,56.1529324
2022-04-07 17:00:00+00:00,43488.0,43696.0,43486.0,43678.79875959,80.23204263
2022-04-07 18:00:00+00:00,43690.0,43826.0,43537.0,43723.0,63.67528759
2022-04-07 19:00:00+00:00,43706.0,43769.0,43376.0,43389.92999696,43.68756323
2022-04-07 20:00:00+00:00,43385.58198183,43592.81176573,43376.0,43569.43099339,16.13799505
2022-04-07 21:00:00+00:00,43573.0,43593.0,43215.0,43529.34776696,80.05786188
2022-04-07 22:00:00+00:00,43529.34776696,43623.0,43497.79687755,43623.0,37.03014253
2022-04-07 23:00:00+00:00,43622.0,43736.0,43424.06146689,43458.0,32.66619233
2022-04-08 00:00:00+00:00,43441.0,43516.13498865,43306.0,43337.0,49.38010647
2022-04-08 01:00:00+00:00,43337.01556341,43646.0,43321.0,43618.0,88.69513542
2022-04-08 02:00:00+00:00,43622.0,43692.03032344,43577.0,43609.0,31.15245374
2022-04-08 03:00:00+00:00,43608.0,43683.97326591,43550.0,43608.0,10.4985037
2022-04-08 04:00:00+00:00,43607.67971424,43663.0,43503.02784837,43538.0,16.74270468
2022-04-08 05:00:00+00:00,43541.0,43665.0,43483.03230232,43658.0,17.72717553
2022-04-08 06:00:00+00:00,43656.0,43663.0,43504.8633375,43576.0,51.01652186
2022-04-08 07:00:00+00:00,43577.0,43767.15720342,43416.0,43767.0,71.47410295
2022-04-08 08:00:00+00:00,43757.0,43985.0,43668.10803763,43714.55268476,117.66394864
2022-04-08 09:00:00+00:00,43709.0,43772.0,43531.0,43591.52351435,52.03162313
2022-04-08 10:00:00+00:00,43586.09181954,43619.0,43517.61305604,43557.0,48.85531281
2022-04-08 11:00:00+00:00,43557.0,43568.0,43256.19747747,43287.0,104.53720311
2022-04-08 12:00:00+00:00,43304.0,43424.0,43115.0,43169.0,206.73876861
2022-04-08 13:00:00+00:00,43162.0,43194.0,42783.0,42917.0,279.97229969
2022-04-08 14:00:00+00:00,42916.0,43856.0,42900.0,43771.0,348.20621806
2022-04-08 15:00:00+00:00,43769.9124667,43973.0,43603.0,43660.0,237.78374941
2022-04-08 16:00:00+00:00,43663.98092844,43720.0,43434.0,43454.0,49.41554688
2022-04-08 17:00:00+00:00,43455.0,43472.0,42822.35533282,43019.0,166.52387817
2022-04-08 18:00:00+00:00,43018.0,43295.50294727,42450.0,42921.0,1729.73612925
2022-04-08 19:00:00+00:00,42922.12102417,43176.44068128,42669.27720672,42731.27753304,85.6453808
2022-04-08 20:00:00+00:00,42720.0,42860.30092895,42519.0,42804.0,35.90788788
2022-04-08 21:00:00+00:00,42804.0,42861.0,42458.0,42569.0,98.93903389
2022-04-08 22:00:00+00:00,42569.0,42670.0,42283.0,42323.0,294.36050239
2022-04-08 23:00:00+00:00,42323.0,42367.88584728,42137.0,42250.0,172.47684565
2022-04-09 00:00:00+00:00,42249.61563447,42460.0,42176.0,42455.30489527,124.35604449
2022-04-09 01:00:00+00:00,42454.89249241,42469.0,42309.49984964,42443.0,24.95535647
2022-04-09 02:00:00+00:00,42443.0,42450.0,42195.0,42202.0,63.43242219
2022-04-09 03:00:00+00:00,42202.0,42444.89024916,42137.0,42396.0,67.89145271
2022-04-09 04:00:00+00:00,42396.0,42562.0,42357.0,42413.0,50.77834455
2022-04-09 05:00:00+00:00,42420.0,42637.0,42400.0,42593.29895632,173.97450497
2022-04-09 06:00:00+00:00,42572.46966409,42592.0,42415.7395021,42453.24555871,41.29034137
2022-04-09 07:00:00+00:00,42453.24555871,42493.0,42352.0,42469.0,240.0459226
2022-04-09 08:00:00+00:00,42466.92172885,42492.0,42366.0,42450.0,43.42246669
2022-04-09 09:00:00+00:00,42450.0,42495.0,42409.0,42450.0,72.3228244
2022-04-09 10:00:00+00:00,42452.0,42489.0,42340.0,42460.0,218.59113002
2022-04-09 11:00:00+00:00,42460.0,42542.0,42433.0,42441.0,47.13826593
2022-04-09 12:00:00+00:00,42441.0,42516.0,42411.0,42499.48339804,48.88803371
2022-04-09 13:00:00+00:00,42499.48339804,42515.0,42459.0,42469.0,23.7836327
2022-04-09 14:00:00+00:00,42466.0,42500.0,42346.134186,42451.0,81.32372292
2022-04-09 15:00:00+00:00,42450.83211692,42466.0,42191.0,42218.0,72.68128768
2022-04-09 16:00:00+00:00,42227.0,42534.0,42191.0,42452.0,84.62363446
2022-04-09 17:00:00+00:00,42453.0,42609.0,42423.0,42584.0,64.54100269
2022-04-09 18:00:00+00:00,42588.0,42637.0,42462.09484527,42478.0,42.56957993
2022-04-09 19:00:00+00:00,42477.43601827,42592.0,42468.0,42538.0,53.03792415
2022-04-09 20:00:00+00:00,42538.52050194,42653.0,42451.0,42451.0,25.11310777
2022-04-09 21:00:00+00:00,42451.62974322,42595.90261785,42401.0,42581.0,53.36198971
2022-04-09 22:00:00+00:00,42578.87696173,42645.51642127,42523.73546639,42556.21907506,80.53654122
2022-04-09 23:00:00+00:00,42542.0,42824.0,42500.0,42780.0,123.92635588
2022-04-10 00:00:00+00:00,42780.0798286,42801.585657,42612.0,42654.0,39.83682792
2022-04-10 01:00:00+00:00,42652.0,42807.0,42619.0,42796.75877342,19.88370588
2022-04-10 02:00:00+00:00,42796.75877342,42911.0,42751.0,42851.0,24.88658278
2022-04-10 03:00:00+00:00,42851.06144771,42903.0,42791.0,42799.0,19.92862071
2022-04-10 04:00:00+00:00,42798.98821713,42804.0,42730.0,42746.0,16.64387856
2022-04-10 05:00:00+00:00,42751.0,42800.0,42676.89116454,42676.89116454,39.35920001
2022-04-10 06:00:00+00:00,42676.89116454,42813.0,42673.67324215,42812.0,11.86580114
2022-04-10 07:00:00+00:00,42812.0,42819.0,42601.0,42653.0,34.4285347
2022-04-10 08:00:00+00:00,42653.0,42735.0,42591.0,42658.0,19.580585029999998
2022-04-10 09:00:00+00:00,42659.0,42669.0,42524.0,42530.81107962,37.79053887
2022-04-10 10:00:00+00:00,42534.71657192,42579.0,42469.0,42536.46122223,29.163968099999998
2022-04-10 11:00:00+00:00,42536.91154075,42743.00949425,42536.91154075,42724.0,12.233885840000001
2022-04-10 12:00:00+00:00,42724.0,42880.0,42563.0,42617.0,190.50239374
2022-04-10 13:00:00+00:00,42604.0,42685.0,42568.0,42600.0,20.33939323
2022-04-10 14:00:00+00:00,42600.0,42775.0,42579.0,42729.0,121.70046092
2022-04-10 15:00:00+00:00,42729.0,42803.19461819,42682.0,42780.0798286,30.3941234
2022-04-10 16:00:00+00:00,42781.0,42838.0,42710.0,42814.0,72.67041067
2022-04-10 17:00:00+00:00,42813.0,44023.0,42813.0,43150.0,856.85769462
2022-04-10 18:00:00+00:00,43150.48252357,43285.0,43112.0,43157.0,86.08406377
2022-04-10 19:00:00+00:00,43157.0,43307.54881883,43100.0,43261.0,102.08029281
2022-04-10 20:00:00+00:00,43255.0,43465.09543278,43128.0,43128.0,207.37959904
2022-04-10 21:00:00+00:00,43128.0,43223.0,42626.0,42722.0,408.91624607
2022-04-10 22:00:00+00:00,42711.0,42745.69356006,41933.0,42170.0,455.21555408
2022-04-10 23:00:00+00:00,42147.54737769,42433.0,42031.0,42177.51505057,170.40205101
2022-04-11 00:00:00+00:00,42181.0,42404.0,41824.0,42328.0,394.01435924
2022-04-11 01:00:00+00:00,42330.0,42437.0,42179.76527448,42194.843045,50.31451345
2022-04-11 02:00:00+00:00,42190.0,42250.0,41832.0,41949.0,96.71888364
2022-04-11 03:00:00+00:00,41946.0,42178.0,41866.0,42149.0,67.71480126
2022-04-11 04:00:00+00:00,42149.0,42300.0,42114.0,42284.44881306,66.43231435
2022-04-11 05:00:00+00:00,42284.0,42326.0,42220.0,42320.0,17.52893779
2022-04-11 06:00:00+00:00,42321.0,42373.0,42205.0,42277.0,45.37600469
2022-04-11 07:00:00+00:00,42281.14405262,42377.0,42210.0,42352.0,81.07244842
2022-04-11 08:00:00+00:00,42351.23960347,42383.19014353,42125.0,42236.0,52.93876714
2022-04-11 09:00:00+00:00,42235.0,42235.0,41500.0,41500.0,535.99420923
2022-04-11 10:00:00+00:00,41500.0,41676.0,41282.0,41618.0,621.62621358
2022-04-11 11:00:00+00:00,41618.0,41618.0,41014.0,41099.26329297,635.34708047
2022-04-11 12:00:00+00:00,41097.91910688,41265.0,40949.0,41187.0,227.42242557
2022-04-11 13:00:00+00:00,41175.38005191,41215.0,40782.0,41195.75279063,366.07270018
2022-04-11 14:00:00+00:00,41193.58684889,41249.0,40761.0,40835.0,138.00290216
2022-04-11 15:00:00+00:00,40829.39392951,41015.0,40615.0,40630.0,256.61025805
2022-04-11 16:00:00+00:00,40626.0,40851.0,40544.0,40793.67538884,244.12527648
2022-04-11 17:00:00+00:00,40793.0,40926.0,40333.0,40478.0,504.0774697
2022-04-11 18:00:00+00:00,40478.0,40547.0,40293.0,40545.0,176.6301155
2022-04-11 19:00:00+00:00,40547.0,40630.0,39819.05502082,40021.0,611.7295068
2022-04-11 20:00:00+00:00,40022.0,40281.0,39536.0,39861.0,577.90565863
2022-04-11 21:00:00+00:00,39860.0,39930.0,39333.0,39432.0,527.8108556
2022-04-11 22:00:00+00:00,39414.0,40003.38801944,39223.0,39786.0,290.4492535
2022-04-11 23:00:00+00:00,39784.0,39863.0,39410.0,39566.0,116.37249448
2022-04-12 00:00:00+00:00,39560.17805141,39867.0,39370.0,39589.0,243.78489806
2022-04-12 01:00:00+00:00,39585.43978506,39752.0,39446.0,39528.0,91.80738829
2022-04-12 02:00:00+00:00,39528.33074115,39580.0,39322.93870642,39513.0,118.36426179
2022-04-12 03:00:00+00:00,39515.08562109,39775.0,39509.0,39755.0,48.33496447
2022-04-12 04:00:00+00:00,39755.53618146,39976.0,39672.0,39956.0,72.00172633
2022-04-12 05:00:00+00:00,39960.0,40167.0,39914.0,40126.0,76.97802006
2022-04-12 06:00:00+00:00,40126.0,40194.0,39850.0,39957.0,122.38011974
2022-04-12 07:00:00+00:00,39959.0,40211.0,39899.0,40207.0,136.86489249
2022-04-12 08:00:00+00:00,40208.93121141,40369.0,40133.41216055,40217.0,121.09596617
2022-04-12 09:00:00+00:00,40217.0,40266.0,40069.0,40241.0,100.4782386
2022-04-12 10:00:00+00:00,40233.0,40301.0,40123.0,40180.0,62.62467565
2022-04-12 11:00:00+00:00,40177.0,40482.0,40146.0,40391.07413915,150.67124035
2022-04-12 12:00:00+00:00,40391.0,40770.0,40222.0,40629.0,676.97187388
2022-04-12 13:00:00+00:00,40638.27816747,40649.0,40165.0,40421.0,419.36588753
2022-04-12 14:00:00+00:00,40422.0,40458.0,39816.75933885,40015.0,214.93327809
2022-04-12 15:00:00+00:00,40015.45208222,40400.40844703,39992.0,40200.0,251.05532513
2022-04-12 16:00:00+00:00,40199.0,40388.36216727,39970.0,40117.0,148.05602045
2022-04-12 17:00:00+00:00,40108.16317683,40245.0,40000.0,40031.0,92.52097694
2022-04-12 18:00:00+00:00,40036.0,40085.67434437,39665.0,39700.0,85.93576179
2022-04-12 19:00:00+00:00,39700.0,39730.0,39300.0,39332.0,187.7164179
2022-04-12 20:00:00+00:00,39320.0,39636.0,39300.0,39555.0,199.75732557
2022-04-12 21:00:00+00:00,39559.0,39764.0,39514.0,39722.0,103.51945398
2022-04-12 22:00:00+00:00,39715.0,39948.0,39580.0,39869.0,192.16794352
2022-04-12 23:00:00+00:00,39873.0,40300.0,39848.0,40088.0,189.90309867
2022-04-13 00:00:00+00:00,40096.0,40210.0,39913.0,39947.0,101.25991202
2022-04-13 01:00:00+00:00,39954.0,39954.0,39607.0,39890.0,133.97326374
2022-04-13 02:00:00+00:00,39890.58296274,40203.0,39731.0,40067.0,196.20834266
2022-04-13 03:00:00+00:00,40066.0,40280.0,40034.0,40090.0,82.66158622
2022-04-13 04:00:00+00:00,40090.0,40158.0,39951.0,40158.0,98.51384712
2022-04-13 05:00:00+00:00,40150.0,40224.0,40077.0,40198.0,58.74675918
2022-04-13 06:00:00+00:00,40203.0,40241.0,39876.0,39963.0,135.93572959
2022-04-13 07:00:00+00:00,39963.0,40245.0,39932.0,40154.67840396,210.05989011
2022-04-13 08:00:00+00:00,40157.79605727,40215.35162216,40033.80391562,40174.0,128.35249591
2022-04-13 09:00:00+00:00,40174.0,40224.54466028,40060.0,40088.0,104.72463665
2022-04-13 10:00:00+00:00,40094.0,40155.0,39768.0,39829.0,164.34195241
2022-04-13 11:00:00+00:00,39825.0,40006.0,39733.0,39733.0,146.35770237
2022-04-13 12:00:00+00:00,39734.0,39937.0,39682.0,39733.37668672,254.34197154
2022-04-13 13:00:00+00:00,39733.37668672,40566.0,39651.0,40535.0,312.48142716
2022-04-13 14:00:00+00:00,40538.0,41000.0,40417.0,40679.32631305,688.33482145
2022-04-13 15:00:00+00:00,40676.0,41444.0,40676.0,41191.0,416.3037502
2022-04-13 16:00:00+00:00,41191.24845268,41353.56349863,40967.0,41035.0,270.40990555
2022-04-13 17:00:00+00:00,41035.0,41153.69135547,40860.0,41058.18453378,251.76532241
2022-04-13 18:00:00+00:00,41059.0,41394.0,41026.44404862,41392.0,256.69372799
2022-04-13 19:00:00+00:00,41392.0,41555.0,41070.0,41077.0,198.32084966
2022-04-13 20:00:00+00:00,41075.0,41333.0,41018.0,41269.0,88.23783102
2022-04-13 21:00:00+00:00,41274.0,41334.0,41100.0,41235.708233,55.38392466
2022-04-13 22:00:00+00:00,41243.0,41408.0,41171.0,41293.0,94.57158844
2022-04-13 23:00:00+00:00,41291.0,41339.0,41090.0,41155.0,120.15175442
2022-04-14 00:00:00+00:00,41166.0,41290.0,41090.0,41218.0,84.47942832
2022-04-14 01:00:00+00:00,41209.26362842,41511.0,41209.26362842,41494.0,101.54492901
2022-04-14 02:00:00+00:00,41493.0,41493.0,41366.0,41437.0,56.46674544
2022-04-14 03:00:00+00:00,41444.0,41472.53849845,41293.0,41346.0,55.95761864
2022-04-14 04:00:00+00:00,41346.0,41431.0,41253.0,41307.66493706,55.77018131
2022-04-14 05:00:00+00:00,41300.22815272,41349.0,41264.0,41330.45041426,64.72046553
2022-04-14 06:00:00+00:00,41330.0,41347.0,41160.0,41215.42738788,61.63384648
2022-04-14 07:00:00+00:00,41211.0,41369.0,41179.13772597,41282.0,67.7686576
2022-04-14 08:00:00+00:00,41277.0,41319.0,41172.0,41180.70632903,70.0457563
2022-04-14 09:00:00+00:00,41178.0,41225.0,41000.0,41186.0,111.84722005
2022-04-14 10:00:00+00:00,41185.7590198,41214.0,40954.0,40954.0,78.96156936
2022-04-14 11:00:00+00:00,40954.0,41086.53930036,40880.0,40931.66824263,173.02035625
2022-04-14 12:00:00+00:00,40938.0,41201.0,40878.0,41157.69936286,152.95320118
2022-04-14 13:00:00+00:00,41167.0,41332.0,40553.07998865,40622.04148378,521.49932222
2022-04-14 14:00:00+00:00,40612.0,40669.0,40333.0,40455.0,281.0138653
2022-04-14 15:00:00+00:00,40450.4553047,40499.0,39932.0,39968.94349151,307.75982488
2022-04-14 16:00:00+00:00,39975.0,40055.0,39782.0,39964.0,318.02781951
2022-04-14 17:00:00+00:00,39964.0,40058.31698396,39849.0,39997.0,139.44659862
2022-04-14 18:00:00+00:00,39997.38502272,40077.0,39645.0,39682.0,156.29009589
2022-04-14 19:00:00+00:00,39672.0,39852.0,39575.0,39799.40763794,81.18269807
2022-04-14 20:00:00+00:00,39782.0,39920.0,39683.0,39920.0,80.5225323
2022-04-14 21:00:00+00:00,39921.0,40008.0,39875.0,39984.0,70.85883627
2022-04-14 22:00:00+00:00,39984.0,40026.0,39820.0,39839.0,42.87759865
2022-04-14 23:00:00+00:00,39839.0,39959.21861827,39837.0,39948.0,30.75464935
2022-04-15 00:00:00+00:00,39948.01234606,40190.95473421,39777.0,39863.0,126.99437385
2022-04-15 01:00:00+00:00,39857.90139611,39982.74568827,39839.0,39951.92675241,50.39329129
2022-04-15 02:00:00+00:00,39951.92675241,40079.0,39925.0,40028.54084909,73.68670616
2022-04-15 03:00:00+00:00,40032.86522016,40219.0,40009.0,40214.85110712,52.46271046
2022-04-15 04:00:00+00:00,40215.0,40272.24112786,40085.0,40116.0,56.31450378
2022-04-15 05:00:00+00:00,40117.0,40230.0,40107.0,40137.9217372,32.90105842
2022-04-15 06:00:00+00:00,40138.0,40173.0,39990.59935632,40062.0,71.90082381
2022-04-15 07:00:00+00:00,40061.63827711,40463.0,39987.0,40249.89540349,121.89711658
2022-04-15 08:00:00+00:00,40246.31957999,40419.25230816,40127.0,40173.93647067,132.90070894
2022-04-15 09:00:00+00:00,40173.57616682,40204.0109902,40061.0,40137.0,34.81854041
2022-04-15 10:00:00+00:00,40137.0,40406.94445352,40115.26473644,40285.0,115.04924317
2022-04-15 11:00:00+00:00,40285.0,40379.0,40125.0,40228.0,93.18565365
2022-04-15 12:00:00+00:00,40231.08070994,40281.71452063,40146.0,40165.0,75.84425328
2022-04-15 13:00:00+00:00,40175.89367972,40247.0,40037.0,40058.40905578,38.15254407
2022-04-15 14:00:00+00:00,40061.63303838,40873.0,39951.0,40456.0,254.75486453
2022-04-15 15:00:00+00:00,40456.0,40585.0,40391.0,40437.0,113.91694587
2022-04-15 16:00:00+00:00,40445.0,40461.0,40254.0,40410.59027215,82.28199798
2022-04-15 17:00:00+00:00,40412.0,40659.0,40388.0,40446.0,120.81447603
2022-04-15 18:00:00+00:00,40451.0,40481.0,40381.0,40401.0,105.30674726
2022-04-15 19:00:00+00:00,40411.0,40412.7099086,40299.94669008,40340.55894913,90.78722081
2022-04-15 20:00:00+00:00,40340.55894913,40427.0,40299.87892415,40427.0,161.91953244
2022-04-15 21:00:00+00:00,40427.0,40480.0,40391.0,40448.0,41.28316746
2022-04-15 22:00:00+00:00,40448.0,40525.0,40371.0,40492.0,61.16463696
2022-04-15 23:00:00+00:00,40492.0,40620.0,40441.0,40586.355501,96.53905456
2022-04-16 00:00:00+00:00,40575.0,40600.14661705,40496.0,40583.0,49.66505928
2022-04-16 01:00:00+00:00,40583.0,40715.0,40551.0,40610.0,63.67740825
2022-04-16 02:00:00+00:00,40610.0,40621.50137828,40532.0,40555.20656343,23.30217527
2022-04-16 03:00:00+00:00,40555.20656343,40555.20656343,40430.0,40458.0,76.05936059
2022-04-16 04:00:00+00:00,40458.0,40589.0,40443.0,40567.0,15.55642581
2022-04-16 05:00:00+00:00,40567.0,40567.0,40411.0,40488.0,86.34955666
2022-04-16 06:00:00+00:00,40488.0,40488.0,40397.180608,40445.0,140.52924828
2022-04-16 07:00:00+00:00,40443.0,40462.0,40381.77684628,40404.0,31.90143491
2022-04-16 08:00:00+00:00,40403.0,40465.0,40360.61261831,40381.50861241,22.62003734
2022-04-16 09:00:00+00:00,40382.0,40432.0,40304.0,40354.0,59.00979233
2022-04-16 10:00:00+00:00,40349.0,40510.0,40338.0,40446.0,55.72931587
2022-04-16 11:00:00+00:00,40443.48155564,40518.0,40426.0,40445.4313892,39.90405356
2022-04-16 12:00:00+00:00,40442.0,40498.0,40376.0,40480.0,42.85132237
2022-04-16 13:00:00+00:00,40478.0,40491.0,40423.30060063,40469.0,25.14146703
2022-04-16 14:00:00+00:00,40469.0,40527.78057117,40438.0,40513.0,23.82671658
2022-04-16 15:00:00+00:00,40513.41457522,40605.0,40014.0,40072.0,303.92618698
2022-04-16 16:00:00+00:00,40076.0,40253.72493473,40023.0,40228.7066555,77.83045355
2022-04-16 17:00:00+00:00,40227.31819681,40256.51701372,40122.92068534,40161.0,49.82144627
2022-04-16 18:00:00+00:00,40161.0,40219.0,40137.0,40216.0,25.66555609
2022-04-16 19:00:00+00:00,40216.0,40277.45244722,40213.0,40252.19126307,53.34688462
2022-04-16 20:00:00+00:00,40252.19126307,40416.0,40208.0,40321.0,56.81539712
2022-04-16 21:00:00+00:00,40329.0,40634.0,40322.0,40530.0,54.82617069
2022-04-16 22:00:00+00:00,40540.0,40717.0,40416.0,40431.0,81.0094771
2022-04-16 23:00:00+00:00,40437.0,40526.0,40400.0,40408.0,26.85372138
2022-04-17 00:00:00+00:00,40408.0,40442.8905951,40332.0,40415.0,33.56862259
2022-04-17 01:00:00+00:00,40415.0,40453.0,40364.0,40423.0,37.83806326
2022-04-17 02:00:00+00:00,40424.0,40424.0,40167.0,40208.0,77.53906132
2022-04-17 03:00:00+00:00,40208.0,40324.04462862,40168.0,40289.0,31.807907319999998
2022-04-17 04:00:00+00:00,40271.0,40365.0,40271.0,40314.91464753,18.11567912
2022-04-17 05:00:00+00:00,40314.91464753,40463.07160739,40298.0,40405.0,34.54916022
2022-04-17 06:00:00+00:00,40402.51109825,40420.89553853,40350.0,40353.0,24.42960844
2022-04-17 07:00:00+00:00,40354.0,40388.0,40274.0,40321.74380386,13.6477816
2022-04-17 08:00:00+00:00,40321.74380386,40444.33595171,40321.0,40435.0,51.74114643
2022-04-17 09:00:00+00:00,40435.0,40559.0,40435.0,40464.0,46.92103004
2022-04-17 10:00:00+00:00,40463.0,40502.0,40416.0,40452.25723076,12.425066600000001
2022-04-17 11:00:00+00:00,40452.25723076,40497.0,40404.0,40497.0,27.80290649
2022-04-17 12:00:00+00:00,40496.0,40508.0,40405.0,40456.0,36.65371461
2022-04-17 13:00:00+00:00,40456.0,40624.0,40287.0,40344.0,90.43516525
2022-04-17 14:00:00+00:00,40327.96262751,40443.0,40225.0,40383.0,49.22247315
2022-04-17 15:00:00+00:00,40389.76267299,40512.0,40364.0,40483.0,36.79674827
2022-04-17 16:00:00+00:00,40484.0,40501.0,40171.0,40232.0,51.88623567
